sampleName	sampleGroup	region	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT
GTEX-T2IS-0826-SM-4DM6L	Esophagus	Esophagus - Mucosa	BP-24457	RNA isolation_PAXgene Tissue miRNA	4/23/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-T5JC-1726-SM-4DM6U	Esophagus	Esophagus - Mucosa	BP-24680	RNA isolation_PAXgene Tissue miRNA	4/26/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-T5JW-1326-SM-4DM5G	Esophagus	Esophagus - Mucosa	BP-26092	RNA isolation_PAXgene Tissue miRNA	6/8/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-T6MO-0526-SM-4DM6R	Esophagus	Esophagus - Mucosa	BP-24849	RNA isolation_PAXgene Tissue miRNA	5/1/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-T8EM-0526-SM-4DM64	Esophagus	Esophagus - Mucosa	BP-24887	RNA isolation_PAXgene Tissue miRNA	5/1/12	LCSET-3205	5/31/13	TrueSeq.v1
GTEX-TKQ1-0326-SM-4DXSM	Esophagus	Esophagus - Mucosa	BP-24927	RNA isolation_PAXgene Tissue miRNA	5/2/12	LCSET-3206	6/4/13	TrueSeq.v1
GTEX-TML8-1526-SM-4DXUX	Esophagus	Esophagus - Mucosa	BP-25076	RNA isolation_PAXgene Tissue miRNA	5/7/12	LCSET-3206	6/4/13	TrueSeq.v1
GTEX-TSE9-1226-SM-4DXTM	Esophagus	Esophagus - Mucosa	BP-25192	RNA isolation_PAXgene Tissue miRNA	5/9/12	LCSET-3206	6/4/13	TrueSeq.v1
GTEX-U3ZH-1026-SM-4DXUZ	Esophagus	Esophagus - Mucosa	BP-25324	RNA isolation_PAXgene Tissue miRNA	5/14/12	LCSET-3797	8/31/13	TrueSeq.v1
GTEX-U3ZM-0526-SM-4DXTB	Esophagus	Esophagus - Mucosa	BP-25571	RNA isolation_PAXgene Tissue miRNA	5/22/12	LCSET-3206	6/4/13	TrueSeq.v1
GTEX-U4B1-0826-SM-4DXTW	Esophagus	Esophagus - Mucosa	BP-25599	RNA isolation_PAXgene Tissue miRNA	5/23/12	LCSET-3206	6/4/13	TrueSeq.v1
GTEX-U8XE-1726-SM-4E3IF	Esophagus	Esophagus - Mucosa	BP-25737	RNA isolation_PAXgene Tissue miRNA	5/29/12	LCSET-3416	7/12/13	TrueSeq.v1
GTEX-UPIC-1026-SM-4IHLT	Esophagus	Esophagus - Mucosa	BP-29546	RNA isolation_PAXgene Tissue miRNA	8/16/12	LCSET-3596	7/23/13	TrueSeq.v1
GTEX-UPK5-1226-SM-4IHL8	Esophagus	Esophagus - Mucosa	BP-26451	RNA isolation_PAXgene Tissue miRNA	6/20/12	LCSET-3596	7/23/13	TrueSeq.v1
GTEX-V955-1126-SM-4JBH3	Esophagus	Esophagus - Mucosa	BP-26864	RNA isolation_PAXgene Tissue miRNA	7/2/12	LCSET-3561	7/20/13	TrueSeq.v1
GTEX-VJYA-0726-SM-4KL1T	Esophagus	Esophagus - Mucosa	BP-26874	RNA isolation_PAXgene Tissue miRNA	7/2/12	LCSET-3626	8/10/13	TrueSeq.v1
GTEX-VUSG-1226-SM-4KKZF	Esophagus	Esophagus - Mucosa	BP-27118	RNA isolation_PAXgene Tissue miRNA	7/9/12	LCSET-3626	8/10/13	TrueSeq.v1
GTEX-W5WG-1626-SM-4LMKG	Esophagus	Esophagus - Mucosa	BP-27175	RNA isolation_PAXgene Tissue miRNA	7/10/12	LCSET-3631	8/7/13	TrueSeq.v1
GTEX-WEY5-0926-SM-4LMI4	Esophagus	Esophagus - Mucosa	BP-27205	RNA isolation_PAXgene Tissue miRNA	7/11/12	LCSET-3631	8/7/13	TrueSeq.v1
GTEX-WFJO-0826-SM-4LVM5	Esophagus	Esophagus - Mucosa	BP-27446	RNA isolation_PAXgene Tissue miRNA	7/16/12	LCSET-3632	8/8/13	TrueSeq.v1
GTEX-WOFM-0626-SM-4OOS3	Esophagus	Esophagus - Mucosa	BP-28813	RNA isolation_PAXgene Tissue miRNA	8/6/12	LCSET-4048	9/15/13	TrueSeq.v1
GTEX-WQUQ-1626-SM-4OOSH	Esophagus	Esophagus - Mucosa	BP-28353	RNA isolation_PAXgene Tissue miRNA	7/31/12	LCSET-4048	9/15/13	TrueSeq.v1
GTEX-WRHK-0526-SM-4MVOF	Esophagus	Esophagus - Mucosa	BP-28355	RNA isolation_PAXgene Tissue miRNA	7/31/12	LCSET-3652	8/10/13	TrueSeq.v1
GTEX-WVLH-1426-SM-4MVNX	Esophagus	Esophagus - Mucosa	BP-28811	RNA isolation_PAXgene Tissue miRNA	8/6/12	LCSET-3652	8/10/13	TrueSeq.v1
GTEX-X15G-0826-SM-4PQZD	Esophagus	Esophagus - Mucosa	BP-30278	RNA isolation_PAXgene Tissue miRNA	8/28/12	LCSET-4071	9/9/13	TrueSeq.v1
GTEX-X3Y1-1326-SM-4PQZB	Esophagus	Esophagus - Mucosa	BP-30278	RNA isolation_PAXgene Tissue miRNA	8/28/12	LCSET-3735	8/31/13	TrueSeq.v1
GTEX-X4EO-1226-SM-4QARR	Esophagus	Esophagus - Mucosa	BP-30751	RNA isolation_PAXgene Tissue miRNA	9/7/12	LCSET-3737	8/30/13	TrueSeq.v1
GTEX-X4XY-1726-SM-46MVO	Esophagus	Esophagus - Mucosa	BP-31131	RNA isolation_PAXgene Tissue miRNA	9/14/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-X585-1226-SM-46MW7	Esophagus	Esophagus - Mucosa	BP-31241	RNA isolation_PAXgene Tissue miRNA	9/18/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-XBED-1026-SM-48TCB	Esophagus	Esophagus - Mucosa	BP-31651	RNA isolation_PAXgene Tissue miRNA	10/1/12	LCSET-3085	4/12/13	TrueSeq.v1
GTEX-XBEW-1326-SM-4AT63	Esophagus	Esophagus - Mucosa	BP-31783	RNA isolation_PAXgene Tissue miRNA	10/4/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XGQ4-1526-SM-4AT6H	Esophagus	Esophagus - Mucosa	BP-32471	RNA isolation_PAXgene Tissue miRNA	10/24/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XLM4-2326-SM-4TT2D	Esophagus	Esophagus - Mucosa	BP-32483	RNA isolation_PAXgene Tissue miRNA	10/24/12	LCSET-3137	10/6/13	TrueSeq.v1
GTEX-XMK1-1326-SM-4B65Q	Esophagus	Esophagus - Mucosa	BP-33151	RNA isolation_PAXgene Tissue miRNA	11/14/12	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-XOTO-2126-SM-4B64U	Esophagus	Esophagus - Mucosa	BP-33723	RNA isolation_PAXgene Tissue miRNA	11/29/12	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-XQ3S-1126-SM-4BOPK	Esophagus	Esophagus - Mucosa	BP-33923	RNA isolation_PAXgene Tissue miRNA	12/5/12	LCSET-3730	8/1/13	TrueSeq.v1
GTEX-XQ8I-1526-SM-4BOOH	Esophagus	Esophagus - Mucosa	BP-34031	RNA isolation_PAXgene Tissue miRNA	12/7/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XUZC-0426-SM-4BOPE	Esophagus	Esophagus - Mucosa	BP-34240	RNA isolation_PAXgene Tissue miRNA	12/12/12	LCSET-3145	7/3/13	TrueSeq.v1
GTEX-XV7Q-1126-SM-4BRVS	Esophagus	Esophagus - Mucosa	BP-34430	RNA isolation_PAXgene Tissue miRNA	12/17/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-XXEK-0326-SM-4BRVV	Esophagus	Esophagus - Mucosa	BP-34430	RNA isolation_PAXgene Tissue miRNA	12/17/12	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-XYKS-1526-SM-4BRUP	Esophagus	Esophagus - Mucosa	BP-34799	RNA isolation_PAXgene Tissue miRNA	1/3/13	LCSET-3152	5/27/13	TrueSeq.v1
GTEX-Y111-1626-SM-57WCY	Esophagus	Esophagus - Mucosa	BP-35169	RNA isolation_PAXgene Tissue miRNA	1/16/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-Y3I4-1226-SM-4TT8N	Esophagus	Esophagus - Mucosa	BP-35836	RNA isolation_PAXgene Tissue miRNA	2/6/13	LCSET-4016	9/28/13	TrueSeq.v1
GTEX-Y3IK-1126-SM-51MSV	Esophagus	Esophagus - Mucosa	BP-35709	RNA isolation_PAXgene Tissue miRNA	2/4/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-Y5V5-1626-SM-4VDSG	Esophagus	Esophagus - Mucosa	BP-42185	RNA Extraction from Paxgene-derived Lysate Plate Based	8/12/13	LCSET-4040	10/17/13	TrueSeq.v1
GTEX-Y5V6-1026-SM-4VBS2	Esophagus	Esophagus - Mucosa	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y8E4-1726-SM-5LU9G	Esophagus	Esophagus - Mucosa	BP-41808	RNA Extraction from Paxgene-derived Lysate Plate Based	8/2/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-Y8LW-0726-SM-5IFI1	Esophagus	Esophagus - Mucosa	BP-45268	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-Y9LG-0626-SM-4WWDH	Esophagus	Esophagus - Mucosa	BP-41767	RNA Extraction from Paxgene-derived Lysate Plate Based	8/1/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-YB5E-0926-SM-4WWDQ	Esophagus	Esophagus - Mucosa	BP-42185	RNA Extraction from Paxgene-derived Lysate Plate Based	8/12/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-YEC3-2526-SM-4YCDN	Esophagus	Esophagus - Mucosa	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4197	11/20/13	TrueSeq.v1
GTEX-YF7O-0926-SM-5IFIF	Esophagus	Esophagus - Mucosa	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-YFC4-1226-SM-5LU9R	Esophagus	Esophagus - Mucosa	BP-41808	RNA Extraction from Paxgene-derived Lysate Plate Based	8/2/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-Z9EW-0526-SM-5HL8S	Esophagus	Esophagus - Mucosa	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZA64-0626-SM-5HL9O	Esophagus	Esophagus - Mucosa	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZAB4-1126-SM-5HL86	Esophagus	Esophagus - Mucosa	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZAB5-0926-SM-5CVMV	Esophagus	Esophagus - Mucosa	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-ZC5H-1326-SM-5HL7E	Esophagus	Esophagus - Mucosa	BP-45395	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-ZDYS-0826-SM-4WWCR	Esophagus	Esophagus - Mucosa	BP-42588	RNA Extraction from Paxgene-derived Lysate Plate Based	8/22/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZE9C-1126-SM-4WWBD	Esophagus	Esophagus - Mucosa	BP-42528	RNA Extraction from Paxgene-derived Lysate Plate Based	8/21/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZF29-1326-SM-4WWB6	Esophagus	Esophagus - Mucosa	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZF3C-1626-SM-4WWB4	Esophagus	Esophagus - Mucosa	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZG7Y-1126-SM-4WWEZ	Esophagus	Esophagus - Mucosa	BP-42826	RNA Extraction from Paxgene-derived Lysate Plate Based	8/28/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZGAY-1126-SM-4WWBS	Esophagus	Esophagus - Mucosa	BP-42869	RNA Extraction from Paxgene-derived Lysate Plate Based	8/29/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZLV1-0526-SM-4WWD4	Esophagus	Esophagus - Mucosa	BP-42869	RNA Extraction from Paxgene-derived Lysate Plate Based	8/29/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZPCL-1426-SM-57WEC	Esophagus	Esophagus - Mucosa	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZPU1-1426-SM-4WWFU	Esophagus	Esophagus - Mucosa	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4180	11/2/13	TrueSeq.v1
GTEX-ZQUD-0426-SM-57WFR	Esophagus	Esophagus - Mucosa	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZT9W-1326-SM-51MTB	Esophagus	Esophagus - Mucosa	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZT9X-0526-SM-5GCOP	Esophagus	Esophagus - Mucosa	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-ZTPG-1626-SM-5DUX2	Esophagus	Esophagus - Mucosa	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4634	2/8/14	TrueSeq.v1
GTEX-ZTSS-0626-SM-59867	Esophagus	Esophagus - Mucosa	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-ZTX8-0226-SM-5E44D	Esophagus	Esophagus - Mucosa	BP-43308	RNA Extraction from Paxgene-derived Lysate Plate Based	9/9/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZVE2-1326-SM-5NQ94	Esophagus	Esophagus - Mucosa	BP-43639	RNA Extraction from Paxgene-derived Lysate Plate Based	9/16/13	LCSET-4906	3/22/14	TrueSeq.v1
GTEX-ZVP2-1326-SM-57WCE	Esophagus	Esophagus - Mucosa	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4415	12/21/13	TrueSeq.v1
GTEX-ZVT2-1326-SM-5E45H	Esophagus	Esophagus - Mucosa	BP-43495	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZY6K-0626-SM-59HJL	Esophagus	Esophagus - Mucosa	BP-43495	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4419	1/14/14	TrueSeq.v1
GTEX-ZYT6-1126-SM-5GZYR	Esophagus	Esophagus - Mucosa	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-ZYVF-2226-SM-5GIDD	Esophagus	Esophagus - Mucosa	BP-44172	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-5161	3/16/14	TrueSeq.v1
GTEX-ZYW4-1326-SM-5E45N	Esophagus	Esophagus - Mucosa	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZZ64-0226-SM-5E44X	Esophagus	Esophagus - Mucosa	BP-43529	RNA Extraction from Paxgene-derived Lysate Plate Based	9/13/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZZPT-1426-SM-5N9C5	Esophagus	Esophagus - Mucosa	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	9/25/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-111CU-0626-SM-5EGHL	Esophagus	Esophagus - Muscularis	BP-43495	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-111YS-1026-SM-5GZYE	Esophagus	Esophagus - Muscularis	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-113JC-0926-SM-5H114	Esophagus	Esophagus - Muscularis	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-117YW-2026-SM-5N9BH	Esophagus	Esophagus - Muscularis	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	9/26/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-11DXX-1026-SM-5H11E	Esophagus	Esophagus - Muscularis	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11DXY-1526-SM-5H129	Esophagus	Esophagus - Muscularis	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11DYG-1426-SM-5A5JR	Esophagus	Esophagus - Muscularis	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11EQ9-0826-SM-5986Y	Esophagus	Esophagus - Muscularis	BP-44577	RNA Extraction from Paxgene-derived Lysate Plate Based	10/11/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11GSP-1726-SM-5A5LI	Esophagus	Esophagus - Muscularis	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11I78-1426-SM-5PNVY	Esophagus	Esophagus - Muscularis	BP-47888	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4917	3/27/14	TrueSeq.v1
GTEX-11LCK-1626-SM-5PNYB	Esophagus	Esophagus - Muscularis	BP-47888	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4918	3/29/14	TrueSeq.v1
GTEX-11NSD-1226-SM-5986Q	Esophagus	Esophagus - Muscularis	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11ONC-1426-SM-5N9F4	Esophagus	Esophagus - Muscularis	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-11P7K-1226-SM-5HL4X	Esophagus	Esophagus - Muscularis	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11P81-0926-SM-59874	Esophagus	Esophagus - Muscularis	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11P82-0626-SM-5PNYK	Esophagus	Esophagus - Muscularis	BP-47888	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4918	3/29/14	TrueSeq.v1
GTEX-11VI4-0626-SM-5EQLO	Esophagus	Esophagus - Muscularis	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11ZTT-0926-SM-5EQMS	Esophagus	Esophagus - Muscularis	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11ZUS-0926-SM-5FQSY	Esophagus	Esophagus - Muscularis	BP-43823	RNA Extraction from Paxgene-derived Lysate Plate Based	9/20/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-1211K-1026-SM-5EQ4B	Esophagus	Esophagus - Muscularis	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4767	2/8/14	TrueSeq.v1
GTEX-1212Z-2026-SM-5N9EA	Esophagus	Esophagus - Muscularis	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-12696-1426-SM-5EGJ6	Esophagus	Esophagus - Muscularis	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-12BJ1-1426-SM-5BC5Q	Esophagus	Esophagus - Muscularis	BP-43916	RNA Extraction from Paxgene-derived Lysate Plate Based	9/24/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-12C56-1126-SM-5FQTO	Esophagus	Esophagus - Muscularis	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-12WSJ-0726-SM-5GCN6	Esophagus	Esophagus - Muscularis	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSL-1326-SM-5LZVW	Esophagus	Esophagus - Muscularis	BP-45139	RNA Extraction from Paxgene-derived Lysate Plate Based	10/28/13	LCSET-4900	3/23/14	TrueSeq.v1
GTEX-12ZZY-1526-SM-5LZWF	Esophagus	Esophagus - Muscularis	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	9/25/13	LCSET-4900	3/23/14	TrueSeq.v1
GTEX-13111-0926-SM-5DUVQ	Esophagus	Esophagus - Muscularis	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4634	2/8/14	TrueSeq.v1
GTEX-13113-1026-SM-5LZWM	Esophagus	Esophagus - Muscularis	BP-45139	RNA Extraction from Paxgene-derived Lysate Plate Based	10/28/13	LCSET-4900	3/23/14	TrueSeq.v1
GTEX-131XE-1226-SM-5EGKF	Esophagus	Esophagus - Muscularis	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-131XF-0926-SM-5BC69	Esophagus	Esophagus - Muscularis	BP-43916	RNA Extraction from Paxgene-derived Lysate Plate Based	9/24/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-132AR-2326-SM-5IJDY	Esophagus	Esophagus - Muscularis	BP-45499	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-133LE-0726-SM-5P9IZ	Esophagus	Esophagus - Muscularis	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4916	3/27/14	TrueSeq.v1
GTEX-1399R-0726-SM-5KM2A	Esophagus	Esophagus - Muscularis	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-139D8-1426-SM-5IJEX	Esophagus	Esophagus - Muscularis	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-139T6-0726-SM-5PNVK	Esophagus	Esophagus - Muscularis	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4917	3/27/14	TrueSeq.v1
GTEX-139TU-1326-SM-5LZXW	Esophagus	Esophagus - Muscularis	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4901	3/23/14	TrueSeq.v1
GTEX-139YR-1626-SM-5IJGK	Esophagus	Esophagus - Muscularis	BP-46453	RNA Extraction from Paxgene-derived Lysate Plate Based	12/3/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13FLV-1226-SM-5IJBZ	Esophagus	Esophagus - Muscularis	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4814	3/4/14	TrueSeq.v1
GTEX-13FTW-1526-SM-5LZXC	Esophagus	Esophagus - Muscularis	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4901	3/23/14	TrueSeq.v1
GTEX-13G51-1026-SM-5K7YQ	Esophagus	Esophagus - Muscularis	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13NYB-0826-SM-5MR4V	Esophagus	Esophagus - Muscularis	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13O1R-1526-SM-5J1O7	Esophagus	Esophagus - Muscularis	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4816	3/22/14	TrueSeq.v1
GTEX-13O21-0826-SM-5J2NU	Esophagus	Esophagus - Muscularis	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13O3P-1326-SM-5K7Y8	Esophagus	Esophagus - Muscularis	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13OVG-0926-SM-5J2OJ	Esophagus	Esophagus - Muscularis	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13OVJ-1326-SM-5K7Z9	Esophagus	Esophagus - Muscularis	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13OW6-1426-SM-5L3EU	Esophagus	Esophagus - Muscularis	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-13OW8-2226-SM-5K7Z4	Esophagus	Esophagus - Muscularis	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13PL7-0326-SM-5IJEK	Esophagus	Esophagus - Muscularis	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13PVQ-1826-SM-5L3GU	Esophagus	Esophagus - Muscularis	BP-47141	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4823	3/23/14	TrueSeq.v1
GTEX-13QBU-0926-SM-5K7WQ	Esophagus	Esophagus - Muscularis	BP-47070	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13QJ3-1826-SM-5S2PT	Esophagus	Esophagus - Muscularis	BP-48647	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-13S86-0726-SM-5Q5DH	Esophagus	Esophagus - Muscularis	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-13U4I-1226-SM-5LU5M	Esophagus	Esophagus - Muscularis	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-13W3W-1726-SM-5LU4A	Esophagus	Esophagus - Muscularis	BP-47486	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4824	3/23/14	TrueSeq.v1
